id,type,availableSince
BTCUSDZ24,future,2024-06-14T00:00:00.000Z
BTC-27JUN25,future,2024-07-05T00:00:00.000Z
BTC-29NOV24,future,2024-09-06T00:00:00.000Z
BTCUSDH25,future,2024-09-13T00:00:00.000Z
BTC-26SEP25,future,2024-10-04T00:00:00.000Z
BTC-15NOV24,future,2024-10-25T00:00:00.000Z
BTC-22NOV24,future,2024-11-01T00:00:00.000Z
BTC-31JAN25,future,2024-11-08T00:00:00.000Z
ETH-27DEC24,future,2024-04-05T00:00:00.000Z
ETH-28MAR25,future,2024-04-18T00:00:00.000Z
ETHUSDZ24,future,2024-06-14T00:00:00.000Z
ETH-27JUN25,future,2024-07-05T00:00:00.000Z
ETH-29NOV24,future,2024-09-06T00:00:00.000Z
ETHUSDH25,future,2024-09-13T00:00:00.000Z
ETH-26SEP25,future,2024-10-04T00:00:00.000Z
ETH-15NOV24,future,2024-10-25T00:00:00.000Z
ETH-22NOV24,future,2024-11-01T00:00:00.000Z
ETH-31JAN25,future,2024-11-08T00:00:00.000Z
SOL-29NOV24,future,2024-10-04T00:00:00.000Z
SOL-15NOV24,future,2024-10-25T00:00:00.000Z
SOL-22NOV24,future,2024-11-01T00:00:00.000Z
SOL-27DEC24,future,2024-11-08T00:00:00.000Z
EOSPERP,perpetual,2022-09-22T00:00:00.000Z
LUNA2PERP,perpetual,2022-09-30T00:00:00.000Z
LUNAUSDT,perpetual,2021-10-11T00:00:00.000Z
LUNAUSD,perpetual,2022-04-01T00:00:00.000Z
AVAXPERP,perpetual,2022-08-05T00:00:00.000Z
ADAPERP,perpetual,2022-08-05T00:00:00.000Z
USTUSDT,perpetual,2022-05-10T00:00:00.000Z
ATOMPERP,perpetual,2022-09-22T00:00:00.000Z
FTTUSDT,perpetual,2021-10-12T00:00:00.000Z
BUSDUSDT,perpetual,2023-02-14T00:00:00.000Z
SRMUSDT,perpetual,2021-10-11T00:00:00.000Z
YFIIUSDT,perpetual,2023-08-16T00:00:00.000Z
MATICUSDT,perpetual,2021-06-29T00:00:00.000Z
MATICPERP,perpetual,2022-09-01T00:00:00.000Z
TOMOUSDT,perpetual,2022-04-28T00:00:00.000Z
BTTUSDT,perpetual,2021-12-08T00:00:00.000Z
LOOMUSDT,perpetual,2023-09-21T00:00:00.000Z
OCEANUSDT,perpetual,2022-02-23T00:00:00.000Z
NEARPERP,perpetual,2022-09-30T00:00:00.000Z
FRONTUSDT,perpetual,2023-09-19T00:00:00.000Z
UNFIUSDT,perpetual,2022-05-30T00:00:00.000Z
CHZPERP,perpetual,2022-09-22T00:00:00.000Z
SANDPERP,perpetual,2022-09-01T00:00:00.000Z
ANTUSDT,perpetual,2021-12-17T00:00:00.000Z
RAYUSDT,perpetual,2022-02-15T00:00:00.000Z
KLAYUSDT,perpetual,2021-12-10T00:00:00.000Z
RNDRUSDT,perpetual,2021-12-01T00:00:00.000Z
LDOPERP,perpetual,2022-09-30T00:00:00.000Z
APEPERP,perpetual,2022-09-01T00:00:00.000Z
WSMUSDT,perpetual,2023-10-12T00:00:00.000Z
GMTPERP,perpetual,2022-08-05T00:00:00.000Z
GALUSDT,perpetual,2022-05-05T00:00:00.000Z
GPTUSDT,perpetual,2023-03-17T00:00:00.000Z
GSTUSDT,perpetual,2022-05-05T00:00:00.000Z
TOMIUSDT,perpetual,2023-10-10T00:00:00.000Z
FITFIUSDT,perpetual,2022-05-10T00:00:00.000Z
PIXFIUSDT,perpetual,2024-08-08T00:00:00.000Z
1000BEERUSDT,perpetual,2024-05-31T00:00:00.000Z
ORNUSDT,perpetual,2024-03-11T00:00:00.000Z
CEEKUSDT,perpetual,2022-07-18T00:00:00.000Z
VGXUSDT,perpetual,2023-08-01T00:00:00.000Z
DAOUSDT,perpetual,2024-03-27T00:00:00.000Z
MAPOUSDT,perpetual,2024-05-23T00:00:00.000Z
ZCXUSDT,perpetual,2024-06-24T00:00:00.000Z
10000NFTUSDT,perpetual,2022-01-24T00:00:00.000Z
CANTOUSDT,perpetual,2024-05-23T00:00:00.000Z
10000STARLUSDT,perpetual,2023-10-20T00:00:00.000Z
COVALUSDT,perpetual,2024-03-08T00:00:00.000Z
1000IQ50USDT,perpetual,2024-03-19T00:00:00.000Z
PUNDUUSDT,perpetual,2024-03-28T00:00:00.000Z
LFTUSDT,perpetual,2024-05-16T00:00:00.000Z
FETUSDT,perpetual,2023-02-09T00:00:00.000Z
AGIXUSDT,perpetual,2023-02-09T00:00:00.000Z
STRAXUSDT,perpetual,2023-10-09T00:00:00.000Z
MULTIUSDT,perpetual,2023-09-20T00:00:00.000Z
1000000VINUUSDT,perpetual,2023-11-28T00:00:00.000Z
IGUUSDT,perpetual,2023-12-06T00:00:00.000Z
MCUSDT,perpetual,2023-08-15T00:00:00.000Z
ZBCUSDT,perpetual,2023-08-22T00:00:00.000Z
BITUSDT,perpetual,2021-10-11T00:00:00.000Z
BITUSD,perpetual,2021-11-15T00:00:00.000Z
CREAMUSDT,perpetual,2022-01-17T00:00:00.000Z
COCOSUSDT,perpetual,2023-02-20T00:00:00.000Z
APTPERP,perpetual,2022-10-26T00:00:00.000Z
SWEATPERP,perpetual,2022-09-15T00:00:00.000Z
ANCUSDT,perpetual,2022-03-15T00:00:00.000Z
KEEPUSDT,perpetual,2021-11-16T00:00:00.000Z
BTC-08NOV24,future,2024-10-18T00:00:00.000Z
BTC-01NOV24,future,2024-10-11T00:00:00.000Z
BTC-25OCT24,future,2024-08-09T00:00:00.000Z
BTC-18OCT24,future,2024-09-27T00:00:00.000Z
BTC-11OCT24,future,2024-09-20T00:00:00.000Z
BTC-04OCT24,future,2024-09-13T00:00:00.000Z
BTC-27SEP24,future,2024-01-05T00:00:00.000Z
BTCUSDU24,future,2024-03-15T00:00:00.000Z
BTC-20SEP24,future,2024-08-30T00:00:00.000Z
BTC-13SEP24,future,2024-08-23T00:00:00.000Z
BTC-06SEP24,future,2024-08-16T00:00:00.000Z
BTC-30AUG24,future,2024-06-07T00:00:00.000Z
BTC-23AUG24,future,2024-08-02T00:00:00.000Z
BTC-16AUG24,future,2024-07-26T00:00:00.000Z
BTC-09AUG24,future,2024-07-19T00:00:00.000Z
BTC-02AUG24,future,2024-07-12T00:00:00.000Z
BTC-26JUL24,future,2024-05-10T00:00:00.000Z
BTC-19JUL24,future,2024-06-28T00:00:00.000Z
BTC-12JUL24,future,2024-06-21T00:00:00.000Z
BTC-05JUL24,future,2024-06-14T00:00:00.000Z
BTC-28JUN24,future,2023-10-06T00:00:00.000Z
BTCUSDM24,future,2023-12-15T00:00:00.000Z
BTC-21JUN24,future,2024-05-31T00:00:00.000Z
BTC-14JUN24,future,2024-05-24T00:00:00.000Z
BTC-07JUN24,future,2024-05-17T00:00:00.000Z
BTC-31MAY24,future,2024-03-08T00:00:00.000Z
BTC-24MAY24,future,2024-05-03T00:00:00.000Z
BTC-17MAY24,future,2024-04-26T00:00:00.000Z
BTC-10MAY24,future,2024-04-19T00:00:00.000Z
BTC-03MAY24,future,2024-04-12T00:00:00.000Z
BTC-26APR24,future,2024-02-02T00:00:00.000Z
BTC-19APR24,future,2024-03-29T00:00:00.000Z
BTC-12APR24,future,2024-03-22T00:00:00.000Z
BTC-05APR24,future,2024-03-15T00:00:00.000Z
BTC-29MAR24,future,2023-07-07T00:00:00.000Z
BTCUSDH24,future,2023-09-22T00:00:00.000Z
BTC-22MAR24,future,2024-03-01T00:00:00.000Z
BTC-15MAR24,future,2024-02-23T00:00:00.000Z
BTC-08MAR24,future,2024-02-16T00:00:00.000Z
BTC-01MAR24,future,2024-02-09T00:00:00.000Z
BTC-23FEB24,future,2023-12-08T00:00:00.000Z
BTC-16FEB24,future,2024-01-26T00:00:00.000Z
BTC-09FEB24,future,2024-01-19T00:00:00.000Z
BTC-02FEB24,future,2024-01-12T00:00:00.000Z
BTC-26JAN24,future,2023-11-03T00:00:00.000Z
BTC-19JAN24,future,2023-12-29T00:00:00.000Z
BTC-12JAN24,future,2023-12-22T00:00:00.000Z
BTC-05JAN24,future,2023-12-15T00:00:00.000Z
BTC-29DEC23,future,2023-04-07T00:00:00.000Z
BTCUSDZ23,future,2023-06-16T00:00:00.000Z
BTC-22DEC23,future,2023-12-01T00:00:00.000Z
BTC-15DEC23,future,2023-11-24T00:00:00.000Z
BTC-08DEC23,future,2023-11-17T00:00:00.000Z
BTC-01DEC23,future,2023-11-10T00:00:00.000Z
BTC-24NOV23,future,2023-09-08T00:00:00.000Z
BTC-17NOV23,future,2023-10-27T00:00:00.000Z
BTC-10NOV23,future,2023-10-20T00:00:00.000Z
BTC-03NOV23,future,2023-10-13T00:00:00.000Z
BTC-27OCT23,future,2023-08-04T00:00:00.000Z
BTC-20OCT23,future,2023-09-29T00:00:00.000Z
BTC-13OCT23,future,2023-09-22T00:00:00.000Z
BTC-06OCT23,future,2023-09-15T00:00:00.000Z
BTCUSDU23,future,2023-03-17T00:00:00.000Z
BTC-29SEP23,future,2023-04-05T00:00:00.000Z
BTC-22SEP23,future,2023-09-01T00:00:00.000Z
BTC-15SEP23,future,2023-08-25T00:00:00.000Z
BTC-08SEP23,future,2023-08-18T00:00:00.000Z
BTC-01SEP23,future,2023-08-11T00:00:00.000Z
BTC-25AUG23,future,2023-06-09T00:00:00.000Z
BTC-18AUG23,future,2023-07-28T00:00:00.000Z
BTC-11AUG23,future,2023-07-21T00:00:00.000Z
BTC-04AUG23,future,2023-07-14T00:00:00.000Z
BTC-28JUL23,future,2023-05-05T00:00:00.000Z
BTC-21JUL23,future,2023-06-30T00:00:00.000Z
BTC-14JUL23,future,2023-06-23T00:00:00.000Z
BTC-07JUL23,future,2023-06-16T00:00:00.000Z
BTCUSDM23,future,2022-12-23T00:00:00.000Z
BTC-30JUN23,future,2023-04-05T00:00:00.000Z
BTC-23JUN23,future,2023-06-02T00:00:00.000Z
BTC-16JUN23,future,2023-05-26T00:00:00.000Z
BTC-09JUN23,future,2023-05-19T00:00:00.000Z
BTC-02JUN23,future,2023-05-12T00:00:00.000Z
BTC-26MAY23,future,2023-04-05T00:00:00.000Z
BTC-19MAY23,future,2023-04-28T00:00:00.000Z
BTC-12MAY23,future,2023-04-21T00:00:00.000Z
BTC-05MAY23,future,2023-04-14T00:00:00.000Z
BTC-28APR23,future,2023-04-05T00:00:00.000Z
BTC-21APR23,future,2023-04-05T00:00:00.000Z
BTC-14APR23,future,2023-04-05T00:00:00.000Z
BTC-07APR23,future,2023-04-05T00:00:00.000Z
BTCUSDH23,future,2022-09-16T00:00:00.000Z
BTCUSDZ22,future,2022-06-10T00:00:00.000Z
BTCUSDU22,future,2022-03-11T00:00:00.000Z
BTCUSDM22,future,2021-12-24T00:00:00.000Z
BTCUSDH22,future,2021-09-13T00:00:00.000Z
BTCUSDZ21,future,2021-06-11T00:00:00.000Z
BTCUSDU21,future,2021-03-22T00:00:00.000Z
BTCUSDM21,future,2021-03-11T00:00:00.000Z
ETH-08NOV24,future,2024-10-18T00:00:00.000Z
ETH-01NOV24,future,2024-10-11T00:00:00.000Z
ETH-25OCT24,future,2024-08-09T00:00:00.000Z
ETH-18OCT24,future,2024-09-27T00:00:00.000Z
ETH-11OCT24,future,2024-09-20T00:00:00.000Z
ETH-04OCT24,future,2024-09-13T00:00:00.000Z
ETH-27SEP24,future,2024-01-05T00:00:00.000Z
ETHUSDU24,future,2024-03-15T00:00:00.000Z
ETH-20SEP24,future,2024-08-30T00:00:00.000Z
ETH-13SEP24,future,2024-08-23T00:00:00.000Z
ETH-06SEP24,future,2024-08-16T00:00:00.000Z
ETH-30AUG24,future,2024-06-07T00:00:00.000Z
ETH-23AUG24,future,2024-08-02T00:00:00.000Z
ETH-16AUG24,future,2024-07-26T00:00:00.000Z
ETH-09AUG24,future,2024-07-19T00:00:00.000Z
ETH-02AUG24,future,2024-07-12T00:00:00.000Z
ETH-26JUL24,future,2024-05-10T00:00:00.000Z
ETH-19JUL24,future,2024-06-28T00:00:00.000Z
ETH-12JUL24,future,2024-06-21T00:00:00.000Z
ETH-05JUL24,future,2024-06-14T00:00:00.000Z
ETH-28JUN24,future,2023-10-06T00:00:00.000Z
ETHUSDM24,future,2023-12-15T00:00:00.000Z
ETH-21JUN24,future,2024-05-31T00:00:00.000Z
ETH-14JUN24,future,2024-05-24T00:00:00.000Z
ETH-07JUN24,future,2024-05-17T00:00:00.000Z
ETH-31MAY24,future,2024-03-08T00:00:00.000Z
ETH-24MAY24,future,2024-05-03T00:00:00.000Z
ETH-17MAY24,future,2024-04-26T00:00:00.000Z
ETH-10MAY24,future,2024-04-19T00:00:00.000Z
ETH-03MAY24,future,2024-04-12T00:00:00.000Z
ETH-26APR24,future,2024-02-02T00:00:00.000Z
ETH-19APR24,future,2024-03-29T00:00:00.000Z
ETH-12APR24,future,2024-03-22T00:00:00.000Z
ETH-05APR24,future,2024-03-15T00:00:00.000Z
ETH-29MAR24,future,2023-07-07T00:00:00.000Z
ETHUSDH24,future,2023-09-22T00:00:00.000Z
ETH-22MAR24,future,2024-03-01T00:00:00.000Z
ETH-15MAR24,future,2024-02-23T00:00:00.000Z
ETH-08MAR24,future,2024-02-16T00:00:00.000Z
ETH-01MAR24,future,2024-02-09T00:00:00.000Z
ETH-23FEB24,future,2023-12-08T00:00:00.000Z
ETH-16FEB24,future,2024-01-26T00:00:00.000Z
ETH-09FEB24,future,2024-01-19T00:00:00.000Z
ETH-02FEB24,future,2024-01-12T00:00:00.000Z
ETH-26JAN24,future,2023-11-03T00:00:00.000Z
ETH-19JAN24,future,2023-12-29T00:00:00.000Z
ETH-12JAN24,future,2023-12-22T00:00:00.000Z
ETH-05JAN24,future,2023-12-15T00:00:00.000Z
ETH-29DEC23,future,2023-04-07T00:00:00.000Z
ETHUSDZ23,future,2023-06-16T00:00:00.000Z
ETH-22DEC23,future,2023-12-01T00:00:00.000Z
ETH-15DEC23,future,2023-11-24T00:00:00.000Z
ETH-08DEC23,future,2023-11-17T00:00:00.000Z
ETH-01DEC23,future,2023-11-10T00:00:00.000Z
ETH-24NOV23,future,2023-09-08T00:00:00.000Z
ETH-17NOV23,future,2023-10-27T00:00:00.000Z
ETH-10NOV23,future,2023-10-20T00:00:00.000Z
ETH-03NOV23,future,2023-10-13T00:00:00.000Z
ETH-27OCT23,future,2023-08-04T00:00:00.000Z
ETH-20OCT23,future,2023-09-29T00:00:00.000Z
ETH-13OCT23,future,2023-09-22T00:00:00.000Z
ETH-06OCT23,future,2023-09-15T00:00:00.000Z
ETHUSDU23,future,2023-03-17T00:00:00.000Z
ETH-29SEP23,future,2023-04-05T00:00:00.000Z
ETH-22SEP23,future,2023-09-01T00:00:00.000Z
ETH-15SEP23,future,2023-08-25T00:00:00.000Z
ETH-08SEP23,future,2023-08-18T00:00:00.000Z
ETH-01SEP23,future,2023-08-11T00:00:00.000Z
ETH-25AUG23,future,2023-06-09T00:00:00.000Z
ETH-18AUG23,future,2023-07-28T00:00:00.000Z
ETH-11AUG23,future,2023-07-21T00:00:00.000Z
ETH-04AUG23,future,2023-07-14T00:00:00.000Z
ETH-28JUL23,future,2023-05-05T00:00:00.000Z
ETH-21JUL23,future,2023-06-30T00:00:00.000Z
ETH-14JUL23,future,2023-06-23T00:00:00.000Z
ETH-07JUL23,future,2023-06-16T00:00:00.000Z
ETHUSDM23,future,2022-12-23T00:00:00.000Z
ETH-30JUN23,future,2023-04-05T00:00:00.000Z
ETH-23JUN23,future,2023-06-02T00:00:00.000Z
ETH-16JUN23,future,2023-05-26T00:00:00.000Z
ETH-09JUN23,future,2023-05-19T00:00:00.000Z
ETH-02JUN23,future,2023-05-12T00:00:00.000Z
ETH-26MAY23,future,2023-04-05T00:00:00.000Z
ETH-19MAY23,future,2023-04-28T00:00:00.000Z
ETH-12MAY23,future,2023-04-21T00:00:00.000Z
ETH-05MAY23,future,2023-04-14T00:00:00.000Z
ETH-28APR23,future,2023-04-05T00:00:00.000Z
ETH-21APR23,future,2023-04-05T00:00:00.000Z
ETH-14APR23,future,2023-04-05T00:00:00.000Z
ETH-07APR23,future,2023-04-05T00:00:00.000Z
ETHUSDH23,future,2022-09-16T00:00:00.000Z
ETHUSDZ22,future,2022-06-10T00:00:00.000Z
ETHUSDU22,future,2022-03-11T00:00:00.000Z
ETHUSDM22,future,2021-12-24T00:00:00.000Z
ETHUSDH22,future,2021-09-13T00:00:00.000Z
ETHUSDZ21,future,2021-06-17T00:00:00.000Z
ETHUSDU21,future,2021-05-24T00:00:00.000Z
ETHUSDM21,future,2021-05-20T00:00:00.000Z
SOL-08NOV24,future,2024-10-18T00:00:00.000Z
SOL-01NOV24,future,2024-10-11T00:00:00.000Z
SOL-25OCT24,future,2024-09-06T00:00:00.000Z
SOL-18OCT24,future,2024-09-27T00:00:00.000Z
SOL-11OCT24,future,2024-09-20T00:00:00.000Z
SOL-04OCT24,future,2024-09-13T00:00:00.000Z
SOL-27SEP24,future,2024-08-09T00:00:00.000Z
SOL-20SEP24,future,2024-08-30T00:00:00.000Z
SOL-13SEP24,future,2024-08-23T00:00:00.000Z
SOL-06SEP24,future,2024-08-16T00:00:00.000Z
SOL-30AUG24,future,2024-07-05T00:00:00.000Z
SOL-23AUG24,future,2024-08-02T00:00:00.000Z
SOL-16AUG24,future,2024-07-26T00:00:00.000Z
SOL-09AUG24,future,2024-07-19T00:00:00.000Z
SOL-02AUG24,future,2024-07-12T00:00:00.000Z
SOL-26JUL24,future,2024-06-12T00:00:00.000Z
SOL-19JUL24,future,2024-06-28T00:00:00.000Z
SOL-12JUL24,future,2024-06-21T00:00:00.000Z
SOL-05JUL24,future,2024-06-14T00:00:00.000Z
SOL-28JUN24,future,2024-06-12T00:00:00.000Z
SOL-21JUN24,future,2024-06-12T00:00:00.000Z
SOL-14JUN24,future,2024-06-12T00:00:00.000Z
